target,horizon,fold,family,day_of_week,n,mae,mase
occupancy,1,0,last_observation,0,13200,1.86352,0.431714
occupancy,1,0,last_observation,1,13200,1.92913,0.430585
occupancy,1,0,last_observation,2,13200,1.74049,0.403657
occupancy,1,0,last_observation,3,13200,2.25648,0.50798
occupancy,1,0,last_observation,4,13200,2.01318,0.453844
occupancy,1,0,last_observation,5,13200,1.70106,0.398159
occupancy,1,0,last_observation,6,13200,1.56636,0.356398
occupancy,1,0,seasonal_naive_daily,0,13200,4.4736,1.16823
occupancy,1,0,seasonal_naive_daily,1,13200,3.18239,0.899492
occupancy,1,0,seasonal_naive_daily,2,13200,3.1886,0.875865
occupancy,1,0,seasonal_naive_daily,3,13200,3.20163,0.915631
occupancy,1,0,seasonal_naive_daily,4,13200,3.30299,0.915851
occupancy,1,0,seasonal_naive_daily,5,13200,4.24273,1.10574
occupancy,1,0,seasonal_naive_daily,6,13200,3.22292,0.912413
occupancy,1,0,seasonal_naive_weekly,0,13200,3.77034,1.04781
occupancy,1,0,seasonal_naive_weekly,1,13200,3.77356,1.03253
occupancy,1,0,seasonal_naive_weekly,2,13200,6.22886,1.58252
occupancy,1,0,seasonal_naive_weekly,3,13200,4.01447,1.09921
occupancy,1,0,seasonal_naive_weekly,4,13200,3.90833,1.05862
occupancy,1,0,seasonal_naive_weekly,5,13200,3.45898,0.998625
occupancy,1,0,seasonal_naive_weekly,6,13200,3.43504,0.974136
occupancy,1,0,autoregressive,0,13200,1.86525,0.47321
occupancy,1,0,autoregressive,1,13200,1.76078,0.443674
occupancy,1,0,autoregressive,2,13200,1.66507,0.425592
occupancy,1,0,autoregressive,3,13200,2.10555,0.522618
occupancy,1,0,autoregressive,4,13200,1.81689,0.461399
occupancy,1,0,autoregressive,5,13200,1.66932,0.432165
occupancy,1,0,autoregressive,6,13200,1.55467,0.397853
occupancy,1,0,zone_ridge,0,13200,1.8846,0.487898
occupancy,1,0,zone_ridge,1,13200,1.87648,0.470001
occupancy,1,0,zone_ridge,2,13200,1.78447,0.451429
occupancy,1,0,zone_ridge,3,13200,2.1275,0.527732
occupancy,1,0,zone_ridge,4,13200,1.85159,0.473689
occupancy,1,0,zone_ridge,5,13200,1.67827,0.441236
occupancy,1,0,zone_ridge,6,13200,1.67287,0.429
occupancy,1,0,zone_gbm,0,13200,1.89905,0.521457
occupancy,1,0,zone_gbm,1,13200,1.92609,0.513102
occupancy,1,0,zone_gbm,2,13200,1.76863,0.465249
occupancy,1,0,zone_gbm,3,13200,2.05864,0.53941
occupancy,1,0,zone_gbm,4,13200,1.89616,0.518649
occupancy,1,0,zone_gbm,5,13200,1.87404,0.520575
occupancy,1,0,zone_gbm,6,13200,1.79073,0.492863
occupancy,1,0,global_ridge,0,13200,2.10092,0.548949
occupancy,1,0,global_ridge,1,13200,1.9777,0.50264
occupancy,1,0,global_ridge,2,13200,1.93974,0.496359
occupancy,1,0,global_ridge,3,13200,2.18739,0.56553
occupancy,1,0,global_ridge,4,13200,2.00501,0.518904
occupancy,1,0,global_ridge,5,13200,1.78214,0.489074
occupancy,1,0,global_ridge,6,13200,1.69097,0.457736
occupancy,1,0,global_gbm,0,13200,1.67836,0.436004
occupancy,1,0,global_gbm,1,13200,1.69157,0.427329
occupancy,1,0,global_gbm,2,13200,1.55831,0.40436
occupancy,1,0,global_gbm,3,13200,2.12259,0.526933
occupancy,1,0,global_gbm,4,13200,2.00586,0.495166
occupancy,1,0,global_gbm,5,13200,1.64969,0.423104
occupancy,1,0,global_gbm,6,13200,1.53779,0.385198
occupancy,1,1,last_observation,0,13200,1.80326,0.41682
occupancy,1,1,last_observation,1,13200,1.87879,0.437254
occupancy,1,1,last_observation,2,13200,1.83417,0.414773
occupancy,1,1,last_observation,3,13200,1.80765,0.415395
occupancy,1,1,last_observation,4,13200,1.8222,0.419688
occupancy,1,1,last_observation,5,13200,1.57652,0.382806
occupancy,1,1,last_observation,6,13200,1.35765,0.318135
occupancy,1,1,seasonal_naive_daily,0,13200,4.65845,1.1934
occupancy,1,1,seasonal_naive_daily,1,13200,3.15106,0.885923
occupancy,1,1,seasonal_naive_daily,2,13200,2.91807,0.854037
occupancy,1,1,seasonal_naive_daily,3,13200,2.90341,0.842684
occupancy,1,1,seasonal_naive_daily,4,13200,2.86784,0.838812
occupancy,1,1,seasonal_naive_daily,5,13200,4.27981,1.10334
occupancy,1,1,seasonal_naive_daily,6,13200,3.20795,0.906501
occupancy,1,1,seasonal_naive_weekly,0,13200,3.50955,1.01258
occupancy,1,1,seasonal_naive_weekly,1,13200,3.6553,1.0178
occupancy,1,1,seasonal_naive_weekly,2,13200,3.48292,0.98538
occupancy,1,1,seasonal_naive_weekly,3,13200,3.69663,1.03224
occupancy,1,1,seasonal_naive_weekly,4,13200,3.42636,0.989791
occupancy,1,1,seasonal_naive_weekly,5,13200,3.5172,1.00837
occupancy,1,1,seasonal_naive_weekly,6,13200,3.49265,0.992261
occupancy,1,1,autoregressive,0,13200,1.81089,0.454801
occupancy,1,1,autoregressive,1,13200,1.70001,0.442388
occupancy,1,1,autoregressive,2,13200,1.61563,0.414235
occupancy,1,1,autoregressive,3,13200,1.63186,0.420773
occupancy,1,1,autoregressive,4,13200,1.62137,0.421101
occupancy,1,1,autoregressive,5,13200,1.63902,0.430619
occupancy,1,1,autoregressive,6,13200,1.43942,0.371194
occupancy,1,1,zone_ridge,0,13200,1.79832,0.458598
occupancy,1,1,zone_ridge,1,13200,1.75639,0.4634
occupancy,1,1,zone_ridge,2,13200,1.62689,0.421375
occupancy,1,1,zone_ridge,3,13200,1.68847,0.434867
occupancy,1,1,zone_ridge,4,13200,1.69043,0.440137
occupancy,1,1,zone_ridge,5,13200,1.68624,0.441852
occupancy,1,1,zone_ridge,6,13200,1.53496,0.396462
occupancy,1,1,zone_gbm,0,13200,1.74381,0.464725
occupancy,1,1,zone_gbm,1,13200,1.77814,0.483668
occupancy,1,1,zone_gbm,2,13200,1.60566,0.422948
occupancy,1,1,zone_gbm,3,13200,1.68593,0.449174
occupancy,1,1,zone_gbm,4,13200,1.71136,0.459951
occupancy,1,1,zone_gbm,5,13200,1.83012,0.484528
occupancy,1,1,zone_gbm,6,13200,1.62333,0.435876
occupancy,1,1,global_ridge,0,13200,2.08029,0.550023
occupancy,1,1,global_ridge,1,13200,1.93272,0.511867
occupancy,1,1,global_ridge,2,13200,1.77157,0.476963
occupancy,1,1,global_ridge,3,13200,1.82254,0.495601
occupancy,1,1,global_ridge,4,13200,1.76569,0.484309
occupancy,1,1,global_ridge,5,13200,1.71877,0.483969
occupancy,1,1,global_ridge,6,13200,1.54493,0.4292
occupancy,1,1,global_gbm,0,13200,2.06139,0.502879
occupancy,1,1,global_gbm,1,13200,1.91717,0.494757
occupancy,1,1,global_gbm,2,13200,1.53826,0.400843
occupancy,1,1,global_gbm,3,13200,1.63829,0.430707
occupancy,1,1,global_gbm,4,13200,1.76996,0.476095
occupancy,1,1,global_gbm,5,13200,1.72839,0.45493
occupancy,1,1,global_gbm,6,13200,1.49592,0.38985
occupancy,1,2,last_observation,0,13200,1.65689,0.390043
occupancy,1,2,last_observation,1,13200,1.70553,0.384504
occupancy,1,2,last_observation,2,13200,1.89455,0.427708
occupancy,1,2,last_observation,3,13200,2.13621,0.486892
occupancy,1,2,last_observation,4,13200,3.33227,0.736569
occupancy,1,2,last_observation,5,13200,1.48091,0.342364
occupancy,1,2,last_observation,6,13200,1.36773,0.313234
occupancy,1,2,seasonal_naive_daily,0,13200,4.34348,1.10196
occupancy,1,2,seasonal_naive_daily,1,13200,3.01939,0.860337
occupancy,1,2,seasonal_naive_daily,2,13200,3.16045,0.906833
occupancy,1,2,seasonal_naive_daily,3,13200,3.02148,0.863536
occupancy,1,2,seasonal_naive_daily,4,13200,4.04701,1.0814
occupancy,1,2,seasonal_naive_daily,5,13200,5.1378,1.30932
occupancy,1,2,seasonal_naive_daily,6,13200,3.06451,0.844326
occupancy,1,2,seasonal_naive_weekly,0,13200,3.59886,1.04882
occupancy,1,2,seasonal_naive_weekly,1,13200,3.63345,1.04164
occupancy,1,2,seasonal_naive_weekly,2,13200,3.85443,1.07642
occupancy,1,2,seasonal_naive_weekly,3,13200,4.02523,1.12975
occupancy,1,2,seasonal_naive_weekly,4,13200,5.78795,1.48434
occupancy,1,2,seasonal_naive_weekly,5,13200,3.60958,1.06533
occupancy,1,2,seasonal_naive_weekly,6,13200,3.57625,1.03916
occupancy,1,2,autoregressive,0,13200,1.6931,0.437728
occupancy,1,2,autoregressive,1,13200,1.56897,0.405864
occupancy,1,2,autoregressive,2,13200,1.71318,0.444479
occupancy,1,2,autoregressive,3,13200,1.9118,0.489451
occupancy,1,2,autoregressive,4,13200,3.1674,0.745014
occupancy,1,2,autoregressive,5,13200,1.83625,0.453042
occupancy,1,2,autoregressive,6,13200,1.42846,0.368656
occupancy,1,2,zone_ridge,0,13200,1.67276,0.432822
occupancy,1,2,zone_ridge,1,13200,1.60852,0.41018
occupancy,1,2,zone_ridge,2,13200,1.71688,0.446117
occupancy,1,2,zone_ridge,3,13200,1.89221,0.488195
occupancy,1,2,zone_ridge,4,13200,3.03788,0.719771
occupancy,1,2,zone_ridge,5,13200,1.77753,0.44305
occupancy,1,2,zone_ridge,6,13200,1.55226,0.395862
occupancy,1,2,zone_gbm,0,13200,1.62837,0.457203
occupancy,1,2,zone_gbm,1,13200,1.60783,0.44491
occupancy,1,2,zone_gbm,2,13200,1.68689,0.46476
occupancy,1,2,zone_gbm,3,13200,1.92491,0.530111
occupancy,1,2,zone_gbm,4,13200,2.84994,0.717283
occupancy,1,2,zone_gbm,5,13200,1.62998,0.455298
occupancy,1,2,zone_gbm,6,13200,1.54674,0.4298
occupancy,1,2,global_ridge,0,13200,1.93854,0.524242
occupancy,1,2,global_ridge,1,13200,1.75736,0.472359
occupancy,1,2,global_ridge,2,13200,1.89704,0.504885
occupancy,1,2,global_ridge,3,13200,2.05418,0.5459
occupancy,1,2,global_ridge,4,13200,3.15953,0.770214
occupancy,1,2,global_ridge,5,13200,1.91459,0.518121
occupancy,1,2,global_ridge,6,13200,1.59924,0.44364
occupancy,1,2,global_gbm,0,13200,1.5288,0.403033
occupancy,1,2,global_gbm,1,13200,1.47021,0.383366
occupancy,1,2,global_gbm,2,13200,1.63568,0.425286
occupancy,1,2,global_gbm,3,13200,1.80381,0.466381
occupancy,1,2,global_gbm,4,13200,2.76687,0.674857
occupancy,1,2,global_gbm,5,13200,1.52545,0.393438
occupancy,1,2,global_gbm,6,13200,1.44697,0.371013
occupancy,1,3,last_observation,0,13200,1.23061,0.287983
occupancy,1,3,last_observation,1,13200,1.47697,0.349332
occupancy,1,3,last_observation,2,13200,1.39636,0.314791
occupancy,1,3,last_observation,3,13200,1.31568,0.306382
occupancy,1,3,last_observation,4,13200,1.33402,0.312465
occupancy,1,3,last_observation,5,13200,1.47727,0.34136
occupancy,1,3,last_observation,6,13200,1.14106,0.254256
occupancy,1,3,seasonal_naive_daily,0,13200,2.96038,0.808839
occupancy,1,3,seasonal_naive_daily,1,13200,3.28038,0.894278
occupancy,1,3,seasonal_naive_daily,2,13200,2.64852,0.729988
occupancy,1,3,seasonal_naive_daily,3,13200,2.55534,0.723127
occupancy,1,3,seasonal_naive_daily,4,13200,2.50386,0.734871
occupancy,1,3,seasonal_naive_daily,5,13200,3.18424,0.86154
occupancy,1,3,seasonal_naive_daily,6,13200,2.70261,0.751412
occupancy,1,3,seasonal_naive_weekly,0,13200,3.94083,1.06588
occupancy,1,3,seasonal_naive_weekly,1,13200,3.7886,1.02394
occupancy,1,3,seasonal_naive_weekly,2,13200,3.83811,1.02287
occupancy,1,3,seasonal_naive_weekly,3,13200,4.10879,1.11307
occupancy,1,3,seasonal_naive_weekly,4,13200,4.00678,1.094
occupancy,1,3,seasonal_naive_weekly,5,13200,4.16864,1.10666
occupancy,1,3,seasonal_naive_weekly,6,13200,4.02682,1.07548
occupancy,1,3,autoregressive,0,13200,1.33753,0.333735
occupancy,1,3,autoregressive,1,13200,1.52141,0.383628
occupancy,1,3,autoregressive,2,13200,1.39816,0.34411
occupancy,1,3,autoregressive,3,13200,1.35246,0.341267
occupancy,1,3,autoregressive,4,13200,1.33136,0.341497
occupancy,1,3,autoregressive,5,13200,1.54752,0.384783
occupancy,1,3,autoregressive,6,13200,1.30583,0.31918
occupancy,1,3,zone_ridge,0,13200,1.43088,0.360607
occupancy,1,3,zone_ridge,1,13200,1.56868,0.397909
occupancy,1,3,zone_ridge,2,13200,1.46242,0.359144
occupancy,1,3,zone_ridge,3,13200,1.45749,0.36334
occupancy,1,3,zone_ridge,4,13200,1.44485,0.366154
occupancy,1,3,zone_ridge,5,13200,1.72627,0.423527
occupancy,1,3,zone_ridge,6,13200,1.4983,0.36198
occupancy,1,3,zone_gbm,0,13200,1.51797,0.38136
occupancy,1,3,zone_gbm,1,13200,1.57126,0.400882
occupancy,1,3,zone_gbm,2,13200,1.46757,0.358245
occupancy,1,3,zone_gbm,3,13200,1.55644,0.38439
occupancy,1,3,zone_gbm,4,13200,1.49914,0.377724
occupancy,1,3,zone_gbm,5,13200,1.70848,0.424167
occupancy,1,3,zone_gbm,6,13200,1.55407,0.378239
occupancy,1,3,global_ridge,0,13200,1.49721,0.416554
occupancy,1,3,global_ridge,1,13200,1.73941,0.469877
occupancy,1,3,global_ridge,2,13200,1.57539,0.430205
occupancy,1,3,global_ridge,3,13200,1.54964,0.438956
occupancy,1,3,global_ridge,4,13200,1.5211,0.429278
occupancy,1,3,global_ridge,5,13200,1.70163,0.467852
occupancy,1,3,global_ridge,6,13200,1.46961,0.404452
occupancy,1,3,global_gbm,0,13200,1.2826,0.324773
occupancy,1,3,global_gbm,1,13200,1.41924,0.366756
occupancy,1,3,global_gbm,2,13200,1.34578,0.33907
occupancy,1,3,global_gbm,3,13200,1.31707,0.338909
occupancy,1,3,global_gbm,4,13200,1.3018,0.34
occupancy,1,3,global_gbm,5,13200,1.48214,0.371401
occupancy,1,3,global_gbm,6,13200,1.30242,0.32118
occupancy,1,4,last_observation,0,13200,1.70848,0.400611
occupancy,1,4,last_observation,1,13200,1.62841,0.386668
occupancy,1,4,last_observation,2,13200,1.72364,0.409693
occupancy,1,4,last_observation,3,13200,1.6928,0.407066
occupancy,1,4,last_observation,4,13200,1.80674,0.428354
occupancy,1,4,last_observation,5,13200,1.59295,0.389019
occupancy,1,4,last_observation,6,13200,1.29439,0.319243
occupancy,1,4,seasonal_naive_daily,0,13200,4.0561,1.07382
occupancy,1,4,seasonal_naive_daily,1,13200,2.90443,0.848129
occupancy,1,4,seasonal_naive_daily,2,13200,2.90955,0.8575
occupancy,1,4,seasonal_naive_daily,3,13200,2.81163,0.827636
occupancy,1,4,seasonal_naive_daily,4,13200,2.83121,0.840854
occupancy,1,4,seasonal_naive_daily,5,13200,3.73436,1.03731
occupancy,1,4,seasonal_naive_daily,6,13200,3.06742,0.89073
occupancy,1,4,seasonal_naive_weekly,0,13200,4.33068,1.18156
occupancy,1,4,seasonal_naive_weekly,1,13200,3.90455,1.08527
occupancy,1,4,seasonal_naive_weekly,2,13200,3.76727,1.04415
occupancy,1,4,seasonal_naive_weekly,3,13200,3.68973,1.05318
occupancy,1,4,seasonal_naive_weekly,4,13200,3.69871,1.0552
occupancy,1,4,seasonal_naive_weekly,5,13200,3.72875,1.07738
occupancy,1,4,seasonal_naive_weekly,6,13200,3.7678,1.06481
occupancy,1,4,autoregressive,0,13200,1.69322,0.431131
occupancy,1,4,autoregressive,1,13200,1.53519,0.402178
occupancy,1,4,autoregressive,2,13200,1.53367,0.406656
occupancy,1,4,autoregressive,3,13200,1.50949,0.405554
occupancy,1,4,autoregressive,4,13200,1.60492,0.424909
occupancy,1,4,autoregressive,5,13200,1.53176,0.41157
occupancy,1,4,autoregressive,6,13200,1.35138,0.364517
occupancy,1,4,zone_ridge,0,13200,1.66997,0.433649
occupancy,1,4,zone_ridge,1,13200,1.58248,0.41543
occupancy,1,4,zone_ridge,2,13200,1.54165,0.407161
occupancy,1,4,zone_ridge,3,13200,1.50425,0.404611
occupancy,1,4,zone_ridge,4,13200,1.61518,0.431343
occupancy,1,4,zone_ridge,5,13200,1.54445,0.423128
occupancy,1,4,zone_ridge,6,13200,1.42657,0.388054
occupancy,1,4,zone_gbm,0,13200,1.63022,0.426425
occupancy,1,4,zone_gbm,1,13200,1.61953,0.425789
occupancy,1,4,zone_gbm,2,13200,1.43524,0.386419
occupancy,1,4,zone_gbm,3,13200,1.46237,0.395544
occupancy,1,4,zone_gbm,4,13200,1.59463,0.426065
occupancy,1,4,zone_gbm,5,13200,1.61914,0.43689
occupancy,1,4,zone_gbm,6,13200,1.48568,0.397551
occupancy,1,4,global_ridge,0,13200,1.97841,0.531734
occupancy,1,4,global_ridge,1,13200,1.7106,0.470541
occupancy,1,4,global_ridge,2,13200,1.78001,0.48813
occupancy,1,4,global_ridge,3,13200,1.67825,0.472532
occupancy,1,4,global_ridge,4,13200,1.74772,0.483928
occupancy,1,4,global_ridge,5,13200,1.64974,0.475818
occupancy,1,4,global_ridge,6,13200,1.47193,0.42939
occupancy,1,4,global_gbm,0,13200,1.52436,0.40536
occupancy,1,4,global_gbm,1,13200,1.43743,0.382892
occupancy,1,4,global_gbm,2,13200,1.43511,0.390119
occupancy,1,4,global_gbm,3,13200,1.43048,0.389415
occupancy,1,4,global_gbm,4,13200,1.53811,0.408771
occupancy,1,4,global_gbm,5,13200,1.47655,0.397631
occupancy,1,4,global_gbm,6,13200,1.29278,0.348949
occupancy,1,5,last_observation,0,13200,0.840833,0.20043
occupancy,1,5,last_observation,1,13200,0.839773,0.202124
occupancy,1,5,last_observation,2,13200,0.975606,0.24006
occupancy,1,5,last_observation,3,13200,1.48864,0.389466
occupancy,1,5,last_observation,4,13200,1.24212,0.335797
occupancy,1,5,last_observation,5,13200,0.840606,0.205986
occupancy,1,5,last_observation,6,13200,0.823864,0.201379
occupancy,1,5,seasonal_naive_daily,0,13200,1.89432,0.523971
occupancy,1,5,seasonal_naive_daily,1,13200,1.78795,0.515381
occupancy,1,5,seasonal_naive_daily,2,13200,2.2672,0.654383
occupancy,1,5,seasonal_naive_daily,3,13200,2.76057,0.764177
occupancy,1,5,seasonal_naive_daily,4,13200,3.08716,0.844448
occupancy,1,5,seasonal_naive_daily,5,13200,2.67136,0.739124
occupancy,1,5,seasonal_naive_daily,6,13200,2.7347,0.799146
occupancy,1,5,seasonal_naive_weekly,0,13200,5.03318,1.28591
occupancy,1,5,seasonal_naive_weekly,1,13200,4.96682,1.25763
occupancy,1,5,seasonal_naive_weekly,2,13200,4.46508,1.2242
occupancy,1,5,seasonal_naive_weekly,3,13200,4.53439,1.269
occupancy,1,5,seasonal_naive_weekly,4,13200,4.79667,1.31068
occupancy,1,5,seasonal_naive_weekly,5,13200,5.44057,1.4168
occupancy,1,5,seasonal_naive_weekly,6,13200,5.18231,1.28323
occupancy,1,5,autoregressive,0,13200,0.96172,0.25069
occupancy,1,5,autoregressive,1,13200,0.927887,0.246491
occupancy,1,5,autoregressive,2,13200,1.0752,0.288904
occupancy,1,5,autoregressive,3,13200,1.50779,0.41458
occupancy,1,5,autoregressive,4,13200,1.48518,0.409839
occupancy,1,5,autoregressive,5,13200,1.09378,0.290357
occupancy,1,5,autoregressive,6,13200,1.0764,0.28447
occupancy,1,5,zone_ridge,0,13200,1.37616,0.33662
occupancy,1,5,zone_ridge,1,13200,1.33379,0.326772
occupancy,1,5,zone_ridge,2,13200,1.28729,0.337835
occupancy,1,5,zone_ridge,3,13200,1.7097,0.458748
occupancy,1,5,zone_ridge,4,13200,1.67924,0.450771
occupancy,1,5,zone_ridge,5,13200,1.44499,0.360377
occupancy,1,5,zone_ridge,6,13200,1.38773,0.348693
occupancy,1,5,zone_gbm,0,13200,1.42277,0.379991
occupancy,1,5,zone_gbm,1,13200,1.35951,0.359051
occupancy,1,5,zone_gbm,2,13200,1.37056,0.358513
occupancy,1,5,zone_gbm,3,13200,1.78152,0.479089
occupancy,1,5,zone_gbm,4,13200,1.7377,0.466778
occupancy,1,5,zone_gbm,5,13200,1.44135,0.374823
occupancy,1,5,zone_gbm,6,13200,1.44465,0.382414
occupancy,1,5,global_ridge,0,13200,1.24573,0.362363
occupancy,1,5,global_ridge,1,13200,1.17892,0.35077
occupancy,1,5,global_ridge,2,13200,1.28514,0.385786
occupancy,1,5,global_ridge,3,13200,1.71408,0.50677
occupancy,1,5,global_ridge,4,13200,1.65801,0.489845
occupancy,1,5,global_ridge,5,13200,1.47415,0.428158
occupancy,1,5,global_ridge,6,13200,1.39164,0.403423
occupancy,1,5,global_gbm,0,13200,0.966447,0.259333
occupancy,1,5,global_gbm,1,13200,0.906287,0.247634
occupancy,1,5,global_gbm,2,13200,1.03176,0.281915
occupancy,1,5,global_gbm,3,13200,1.47658,0.412026
occupancy,1,5,global_gbm,4,13200,1.44191,0.40038
occupancy,1,5,global_gbm,5,13200,1.11894,0.296459
occupancy,1,5,global_gbm,6,13200,1.05194,0.286117
occupancy,1,6,last_observation,0,13200,1.25083,0.301659
occupancy,1,6,last_observation,1,13200,1.53432,0.38726
occupancy,1,6,last_observation,2,13200,1.33189,0.32123
occupancy,1,6,last_observation,3,13200,1.36061,0.335618
occupancy,1,6,last_observation,4,13200,1.26803,0.302459
occupancy,1,6,last_observation,5,13200,1.53076,0.40199
occupancy,1,6,last_observation,6,13200,0.969167,0.234192
occupancy,1,6,seasonal_naive_daily,0,13200,3.4475,0.879102
occupancy,1,6,seasonal_naive_daily,1,13200,2.8125,0.859067
occupancy,1,6,seasonal_naive_daily,2,13200,4.11909,1.20019
occupancy,1,6,seasonal_naive_daily,3,13200,2.49409,0.759224
occupancy,1,6,seasonal_naive_daily,4,13200,2.29402,0.693682
occupancy,1,6,seasonal_naive_daily,5,13200,3.84023,1.03892
occupancy,1,6,seasonal_naive_daily,6,13200,3.39909,0.989548
occupancy,1,6,seasonal_naive_weekly,0,13200,3.85288,1.19602
occupancy,1,6,seasonal_naive_weekly,1,13200,3.56758,1.12603
occupancy,1,6,seasonal_naive_weekly,2,13200,6.49902,1.83159
occupancy,1,6,seasonal_naive_weekly,3,13200,6.46909,1.8741
occupancy,1,6,seasonal_naive_weekly,4,13200,6.51061,1.89741
occupancy,1,6,seasonal_naive_weekly,5,13200,5.22917,1.5418
occupancy,1,6,seasonal_naive_weekly,6,13200,4.27879,1.26248
occupancy,1,6,autoregressive,0,13200,1.28315,0.337789
occupancy,1,6,autoregressive,1,13200,1.46143,0.407426
occupancy,1,6,autoregressive,2,13200,1.66961,0.429213
occupancy,1,6,autoregressive,3,13200,1.37046,0.375809
occupancy,1,6,autoregressive,4,13200,1.23003,0.334971
occupancy,1,6,autoregressive,5,13200,1.62238,0.449702
occupancy,1,6,autoregressive,6,13200,1.19904,0.318029
occupancy,1,6,zone_ridge,0,13200,1.38134,0.364789
occupancy,1,6,zone_ridge,1,13200,1.55058,0.434911
occupancy,1,6,zone_ridge,2,13200,1.75538,0.449892
occupancy,1,6,zone_ridge,3,13200,1.63059,0.430344
occupancy,1,6,zone_ridge,4,13200,1.45465,0.390696
occupancy,1,6,zone_ridge,5,13200,1.76318,0.485817
occupancy,1,6,zone_ridge,6,13200,1.38281,0.362243
occupancy,1,6,zone_gbm,0,13200,1.26447,0.358707
occupancy,1,6,zone_gbm,1,13200,1.4385,0.420003
occupancy,1,6,zone_gbm,2,13200,1.78329,0.468279
occupancy,1,6,zone_gbm,3,13200,1.73071,0.4783
occupancy,1,6,zone_gbm,4,13200,1.67168,0.462812
occupancy,1,6,zone_gbm,5,13200,1.80902,0.510463
occupancy,1,6,zone_gbm,6,13200,1.26047,0.351921
occupancy,1,6,global_ridge,0,13200,1.60302,0.45261
occupancy,1,6,global_ridge,1,13200,1.73611,0.511066
occupancy,1,6,global_ridge,2,13200,1.8305,0.525134
occupancy,1,6,global_ridge,3,13200,1.59879,0.462712
occupancy,1,6,global_ridge,4,13200,1.4499,0.422221
occupancy,1,6,global_ridge,5,13200,1.75183,0.516104
occupancy,1,6,global_ridge,6,13200,1.3396,0.403613
occupancy,1,6,global_gbm,0,13200,1.17402,0.327794
occupancy,1,6,global_gbm,1,13200,1.37864,0.39799
occupancy,1,6,global_gbm,2,13200,1.41186,0.401801
occupancy,1,6,global_gbm,3,13200,1.32918,0.388422
occupancy,1,6,global_gbm,4,13200,1.20407,0.346806
occupancy,1,6,global_gbm,5,13200,1.54072,0.437549
occupancy,1,6,global_gbm,6,13200,1.14064,0.307081
occupancy,1,7,last_observation,0,13200,1.26659,0.305172
occupancy,1,7,last_observation,1,13200,1.74318,0.447592
occupancy,1,7,last_observation,2,13200,1.29773,0.304212
occupancy,1,7,last_observation,3,13200,1.2747,0.300209
occupancy,1,7,last_observation,4,13200,1.3028,0.31044
occupancy,1,7,last_observation,5,13200,1.1322,0.276582
occupancy,1,7,last_observation,6,13200,1.00462,0.246065
occupancy,1,7,seasonal_naive_daily,0,13200,3.38769,0.882231
occupancy,1,7,seasonal_naive_daily,1,13200,2.99091,0.889749
occupancy,1,7,seasonal_naive_daily,2,13200,2.70121,0.817666
occupancy,1,7,seasonal_naive_daily,3,13200,2.05189,0.599734
occupancy,1,7,seasonal_naive_daily,4,13200,2.04356,0.603914
occupancy,1,7,seasonal_naive_daily,5,13200,2.9922,0.793547
occupancy,1,7,seasonal_naive_daily,6,13200,2.35617,0.683168
occupancy,1,7,seasonal_naive_weekly,0,13200,3.68879,1.15812
occupancy,1,7,seasonal_naive_weekly,1,13200,3.32038,1.00205
occupancy,1,7,seasonal_naive_weekly,2,13200,3.44879,1.06975
occupancy,1,7,seasonal_naive_weekly,3,13200,3.54098,1.10803
occupancy,1,7,seasonal_naive_weekly,4,13200,3.67348,1.16661
occupancy,1,7,seasonal_naive_weekly,5,13200,3.79212,1.18112
occupancy,1,7,seasonal_naive_weekly,6,13200,3.80674,1.19955
occupancy,1,7,autoregressive,0,13200,1.28884,0.337559
occupancy,1,7,autoregressive,1,13200,1.65837,0.450003
occupancy,1,7,autoregressive,2,13200,1.22927,0.323879
occupancy,1,7,autoregressive,3,13200,1.12677,0.301273
occupancy,1,7,autoregressive,4,13200,1.13962,0.30814
occupancy,1,7,autoregressive,5,13200,1.13487,0.304873
occupancy,1,7,autoregressive,6,13200,1.03473,0.282119
occupancy,1,7,zone_ridge,0,13200,1.3127,0.347097
occupancy,1,7,zone_ridge,1,13200,1.72279,0.461815
occupancy,1,7,zone_ridge,2,13200,1.25488,0.333518
occupancy,1,7,zone_ridge,3,13200,1.16835,0.312884
occupancy,1,7,zone_ridge,4,13200,1.16499,0.317625
occupancy,1,7,zone_ridge,5,13200,1.16824,0.320781
occupancy,1,7,zone_ridge,6,13200,1.11521,0.306826
occupancy,1,7,zone_gbm,0,13200,1.2056,0.329336
occupancy,1,7,zone_gbm,1,13200,1.63138,0.446072
occupancy,1,7,zone_gbm,2,13200,1.14449,0.3092
occupancy,1,7,zone_gbm,3,13200,1.13303,0.310431
occupancy,1,7,zone_gbm,4,13200,1.16208,0.319598
occupancy,1,7,zone_gbm,5,13200,1.18962,0.330919
occupancy,1,7,zone_gbm,6,13200,1.14233,0.317443
occupancy,1,7,global_ridge,0,13200,1.60179,0.462712
occupancy,1,7,global_ridge,1,13200,1.75953,0.513442
occupancy,1,7,global_ridge,2,13200,1.40242,0.412804
occupancy,1,7,global_ridge,3,13200,1.26875,0.374035
occupancy,1,7,global_ridge,4,13200,1.25788,0.375301
occupancy,1,7,global_ridge,5,13200,1.23246,0.377439
occupancy,1,7,global_ridge,6,13200,1.18397,0.366904
occupancy,1,7,global_gbm,0,13200,1.14746,0.318603
occupancy,1,7,global_gbm,1,13200,1.52772,0.430635
